Duration,Start station number,End station number,Bike number,Member type
982,31600,31103,W00036,Casual
1268,31617,31503,W00492,Member
251,31229,31200,W00909,Casual
604,31613,31616,W00180,Member
351,31201,31229,W00392,Member
1078,31100,31304,W00908,Member
276,31400,31602,W00705,Member
249,31106,31104,W00351,Member
581,31613,31619,W00760,Casual
319,31110,31104,W01083,Member
1039,31101,31228,W00855,Member
1039,31101,31228,W00970,Member
532,31617,31505,W00346,Casual
522,31624,31610,W00982,Casual
293,31400,31602,W00422,Member
334,31602,31400,W00705,Member
504,31109,31228,W00091,Member
462,31503,31101,W00492,Member
903,31107,31221,W00615,Member
501,31623,31622,W00801,Member
414,31303,31301,W01094,Member
855,31205,31623,W00717,Member
484,31006,31007,W00579,Member
918,31101,31402,W00492,Member
389,31607,31610,W00194,Member
243,31200,31110,W00198,Member
140,31205,31212,W00817,Member
933,31602,31503,W00704,Member
350,31103,31214,?(0xFFFFFFFF9A5FEA16),Member
913,31503,31223,W01023,Member
398,31400,31602,W00281,Member
1080,31401,31305,W00986,Member
421,31305,31107,W00962,Member
342,31212,31214,W00817,Member
404,31107,31214,w00223,Member
265,31602,31401,W00992,Member
848,31205,31103,W01985,Member
494,31104,31105,W00226,Member
396,31400,31105,W00782,Member
408,31616,31611,W00163,Member
1408,31202,31619,W00475,Member
389,31616,31611,W00846,Member
376,31013,31010,W00416,Member
565,31623,31617,W00543,Member
663,31229,31102,W00222,Member
372,31620,31218,W00724,Member
504,31620,31618,W00621,Member
718,31620,31622,W00067,Member
712,31620,31622,W00916,Member
375,31105,31203,W00417,Member
629,31620,31108,W00893,Member
174,31202,31101,W00550,Member
192,31229,31110,W00689,Member
738,31107,31104,W00446,Member
592,31103,31104,W01985,Member
462,31619,31623,W00904,Member
839,31228,31212,W00970,Member
230,31602,31107,W00422,Member
462,31237,31204,W00739,Member
402,31103,31110,W00669,Member
1087,31223,31622,W00996,Member
855,31104,31214,W01985,Member
872,31104,31228,W00479,Member
252,31602,31105,W00907,Member
281,31221,31214,W01041,Member
301,31200,31201,W00923,Member
1027,31401,31227,W00856,Member
598,31227,31229,W00798,Member
506,31214,31103,?(0xFFFFFFFF9A5FEA16),Member
422,31229,31105,W00414,Member
311,31007,31009,W00354,Member
997,31228,31602,W00939,Member
371,31201,31200,W00933,Member
804,31203,31223,W00010,Member
870,31104,31604,w01117,Member
481,31106,31101,W00589,Member
1163,31225,31109,W00901,Member
466,31223,31200,W00010,Member
368,31611,31616,W00163,Member
2686,31002,31011,W00687,Member
335,31611,31616,W00846,Member
203,31224,31205,W00590,Member
324,31602,31400,W00939,Member
339,31303,31302,W01031,Member
226,31602,31400,W00281,Member
638,31616,31218,W00512,Member
644,31600,31505,W00084,Member
589,31212,31223,W00961,Member
1132,31228,31400,W00638,Member
181,31110,31229,W00202,Casual
541,31216,31101,W00990,Member
484,31214,31224,W00039,Member
121,31618,31605,W00621,Member
437,31203,31105,W00417,Member
319,31201,31229,W00923,Member
142,31605,31618,W00621,Member
425,31104,31107,W00351,Member
859,31227,31104,W00900,Member
335,31104,31107,W00042,Member
102,31623,31616,W00657,Member
308,31106,31103,W00027,Member
185,31104,31112,W00517,Member
265,31110,31212,W00564,Member
1394,31300,31201,W00586,Member
768,31300,31104,W00370,Member
272,31223,31203,W00604,Member
225,31602,31103,W00307,Casual
533,31613,31624,W00836,Member
801,31600,31101,W00634,Member
787,31600,31101,W00466,Member
498,31200,31223,W00010,Member
865,31222,31214,W00276,Member
401,31223,31503,W01023,Member
140,31205,31220,W00844,Member
546,31600,31214,W00267,Member
141,31110,31229,W00689,Member
230,31200,31214,W00628,Member
1022,31203,31618,W00101,Member
246,31101,31214,W00975,Member
537,31104,31212,W00370,Member
440,31301,31303,W01094,Member
880,31205,31101,W00590,Member
638,31227,31229,W00856,Member
351,31100,31200,W00070,Member
580,31200,31103,W00524,Member
714,31214,31237,W00181,Member
402,31214,31104,W01041,Member
742,31106,31103,W00726,Member
426,31104,31200,W00102,Member
293,31203,31229,W00606,Member
433,31201,31600,W01013,Member
2249,31200,31607,W00316,Member
849,31228,31610,W00215,Member
524,31624,31613,W01075,Member
848,31228,31105,W00572,Member
471,31205,31110,W00287,Member
638,31226,31224,W01070,Member
990,31107,31238,W00422,Member
243,31007,31012,W00993,Member
163,31214,31201,W00861,Member
547,31214,31222,W00276,Member
429,31223,31201,W00823,Member
176,31205,31206,W00530,Member
433,31200,31220,W00756,Member
284,31007,31009,W00913,Member
579,31101,31205,W00550,Member
651,31108,31605,W00747,Member
1469,31606,31606,W00343,Casual
992,31214,31214,W00267,Member
202,31214,31213,W01985,Member
204,31214,31213,W00628,Member
190,31009,31007,W01090,Member
625,31223,31100,W00961,Member
887,31102,31501,W00395,Member
471,31200,31220,W00062,Member
517,31623,31208,W00718,Member
502,31623,31218,W01096,Member
458,31200,31220,W00694,Member
568,31622,31613,W00968,Member
636,31302,31106,W00503,Member
615,31503,31201,W00399,Member
1238,31104,31204,W00339,Member
480,31623,31218,W00612,Member
1410,31501,31605,W00344,Member
290,31103,31101,W00063,Member
789,31603,31203,W00097,Member
724,31107,31100,W00357,Member
255,31203,31216,W00839,Member
102,31100,31206,W00541,Member
624,31608,31610,W00731,Member
207,31212,31221,W00370,Member
364,31107,31106,W00060,Member
422,31104,31107,W00446,Member
386,31617,31623,W00277,Member
310,31203,31200,W00953,Member
433,31101,31213,W00044,Member
799,31208,31238,W00926,Member
349,31619,31613,W01016,Member
154,31613,31608,W01121,Member
371,31619,31613,W00760,Member
159,31214,31200,W00267,Member
475,31111,31222,W00136,Member
591,31006,31011,W00401,Member
451,31624,31219,W01000,Member
459,31110,31213,W00669,Member
790,31624,31222,W01069,Member
308,31229,31221,W00689,Member
184,31203,31216,W00097,Member
368,31104,31200,W01041,Member
572,31110,31100,W00482,Member
595,31108,31238,W01115,Member
800,31600,31100,W00342,Member
949,31401,31212,W00140,Member
499,31620,31218,W01105,Member
537,31104,31212,W00977,Member
223,31201,31214,W00025,Member
1081,31214,31219,W00975,Member
770,31619,31218,W00190,Member
1003,31503,31220,W01023,Member
674,31619,31620,W00741,Member
785,31503,31100,W00220,Member
122,31100,31206,W00961,Member
327,31101,31200,W00361,Member
765,31503,31216,W00353,Member
667,31619,31208,W00755,Member
507,31401,31101,W00806,Member
973,31111,31603,W00498,Member
901,31607,31616,W00946,Member
756,31105,31204,W00417,Member
249,31207,31111,W00319,Member
848,31400,31106,W00897,Member
563,31613,31218,W00760,Member
547,31203,31604,W00325,Member
344,31201,31200,W00914,Member
765,31613,31217,W00968,Member
1010,31619,31217,W00475,Member
253,31101,31201,W00990,Member
230,31613,31605,W00629,Member
919,31107,31205,W00042,Member
689,31503,31238,W00886,Member
715,31108,31624,W00893,Member
852,31105,31205,W01025,Member
1078,31610,31204,W00617,Member
601,31610,31624,W00145,Casual
1022,31607,31620,W00316,Member
905,31602,31201,W00544,Member
981,31607,31620,W00930,Member
389,31622,31618,W00916,Member
978,31107,31216,W00351,Member
337,31218,31219,W00612,Member
1364,31400,31215,W00705,Member
178,31218,31217,W00760,Member
673,31111,31221,W00319,Member
625,31605,31620,W00629,Member
543,31101,31216,W00063,Member
654,31111,31200,W00906,Member
753,31104,31221,W00802,Member
539,31229,31237,W00606,Member
787,31400,31203,W00281,Member
941,31214,31603,W01028,Member
145,31610,31618,W00194,Member
191,31010,31009,W00416,Member
787,31602,31213,W00123,Member
1106,31201,31624,W00455,Member
1216,31401,31238,W00502,Member
632,31400,31101,W00410,Member
440,31619,31608,W00958,Member
562,31205,31214,W00917,Member
1059,31108,31220,W01001,Member
177,31610,31608,W00215,Member
229,31618,31623,W00194,Member
892,31104,31215,W01083,Member
105,31104,31104,W00710,Member
1078,31622,31218,W00996,Member
775,31110,31227,W00838,Casual
513,31104,31212,W00397,Member
747,31105,31212,W00748,Member
808,31107,31221,W00962,Member
650,31107,31224,W00938,Member
646,31619,31623,W01108,Member
987,31102,31100,W00203,Member
436,31218,31620,W00724,Member
877,31300,31224,W00864,Member
399,31223,31203,W00037,Member
501,31624,31222,W00366,Member
671,31214,31238,W00025,Member
1196,31602,31204,W00940,Member
881,31619,31600,W01082,Member
264,31105,31101,W00682,Member
609,31228,31220,W00169,Member
745,31623,31219,W00194,Member
1337,31606,31100,W00343,Member
928,31605,31219,W00966,Member
984,31111,31220,W00744,Member
448,31227,31600,W00570,Member
878,31101,31100,W00589,Member
655,31624,31206,W00893,Member
1118,31102,31218,W00387,Member
462,31237,31216,W00606,Member
1033,31603,31224,W00669,Member
585,31202,31100,W00847,Member
1791,31104,31208,W00710,Member
232,31212,31213,W00268,Member
724,31207,31224,W00959,Member
741,31214,31238,W00840,Member
834,31103,31100,W00036,Member
1425,31622,31227,W00740,Member
238,31400,31602,W00939,Member
489,31202,31212,W01008,Member
696,31503,31620,W00704,Member
219,31220,31205,W01023,Member
430,31622,31613,W00252,Member
527,31302,31303,W00729,Member
790,31401,31200,W00992,Member
552,31620,31217,W00724,Member
480,31105,31106,W00429,Member
737,31104,31204,W00900,Member
199,31101,31203,W00466,Member
566,31214,31205,w00223,Member
482,31104,31224,W00185,Member
271,31218,31108,W00887,Member
913,31603,31219,W00498,Member
937,31205,31104,W00550,Member
1160,31229,31603,W00829,Member
1969,31623,31221,W01108,Member
651,31217,31266,W00715,Member
586,31223,31224,W00010,Member
589,31208,31218,W00504,Member
681,31203,31219,W00604,Member
454,31107,31110,W00229,Member
1201,31610,31100,W00804,Member
592,31105,31110,W00572,Member
375,31622,31613,W00149,Member
1285,31102,31221,W00222,Member
497,31221,31215,W00370,Member
805,31606,31624,W00192,Member
125,31007,31011,W00470,Member
455,31622,31623,W00801,Casual
1675,31619,31205,W00694,Member
431,31101,31110,W00410,Member
957,31610,31222,W00982,Member
1029,31400,31603,W00236,Member
864,31505,31218,W00121,Member
1430,31400,31218,W00736,Member
680,31110,31100,W00198,Member
472,31109,31229,W01091,Member
404,31622,31613,W00049,Member
803,31302,31236,W00448,Member
717,31505,31620,W00084,Member
620,31111,31227,W00567,Member
283,31201,31200,W00823,Member
262,31613,31208,W00252,Casual
750,31107,31221,W00057,Member
549,31110,31109,W00797,Member
567,31623,31228,W00717,Member
599,31106,31212,W00897,Member
1264,31207,31220,W00385,Member
788,31207,31213,W00560,Member
847,31107,31212,W00446,Member
378,31613,31619,W01084,Member
274,31007,31009,W00377,Member
1040,31201,31624,W00418,Member
534,31605,31108,W00747,Member
151,31013,31007,W00870,Member
1304,31108,31603,W00887,Member
548,31111,31221,W00553,Member
1095,31103,31213,W00217,Member
1096,31105,31236,W00674,Member
1080,31217,31219,W00318,Member
439,31212,31220,W00564,Member
898,31400,31110,W00638,Member
859,31400,31214,W00555,Member
879,31107,31238,W00902,Member
458,31213,31219,W00268,Member
611,31110,31220,W00287,Member
1206,31103,31227,W00033,Member
1117,31105,31218,W01101,Member
1653,31107,31624,W00561,Member
473,31622,31623,W00143,Member
371,31100,31238,W00847,Member
1287,31504,31222,W00041,Member
1032,31400,31224,W01007,Member
345,31226,31236,W00711,Member
1261,31110,31218,W00572,Member
1159,31106,31301,W00060,Member
774,31205,31604,W01025,Member
582,31611,31623,W00605,Member
859,31110,31238,W00410,Member
894,31205,31624,W00042,Member
468,31110,31224,W00229,Member
291,31619,31605,W00628,Member
891,31606,31623,W00389,Member
605,31109,31227,W00270,Member
1201,31304,31205,W00908,Member
5335,31217,31623,?(0x0000000026B3BBA8),Casual
187,31229,31214,W00202,Member
542,31101,31224,W00634,Member
1206,31101,31236,W00682,Member
702,31109,31110,W00817,Member
700,31604,31100,W00325,Member
610,31607,31623,W00654,Member
5157,31217,31623,W00306,Casual
232,31011,31007,W00401,Member
799,31103,31238,W00027,Member
1272,31303,31226,W00249,Member
797,31619,31108,W01084,Member
319,31619,31613,W00332,Member
602,31218,31227,W00387,Member
189,31217,31218,W01026,Member
565,31101,31212,W00637,Member
1558,31105,31214,W00226,Member
844,31619,31620,w01100,Member
410,31227,31620,w00527,Member
1244,31103,31624,W00655,Member
603,31104,31213,W00550,Member
1095,31304,31205,W00701,Member
630,31623,31218,W00143,Member
768,31623,31222,W00801,Member
521,31201,31238,W00861,Casual
708,31203,31620,W00466,Member
546,31605,31623,W00827,Member
762,31224,31225,W00928,Member
1145,31304,31200,W00950,Member
892,31602,31227,W00028,Member
829,31101,31204,W00853,Member
492,31622,31623,W00067,Member
938,31105,31228,W00782,Member
208,31200,31224,W01041,Member
451,31213,31206,W00560,Member
407,31602,31106,W00939,Member
873,31228,31220,W00479,Member
268,31619,31618,W00164,Member
957,31101,31237,W00963,Member
1152,31618,31235,W00734,Member
691,31205,31110,?(0x000000007C120F6A),Member
444,31214,31205,W00968,Member
256,31603,31623,W01028,Member
452,31005,31009,W00035,Member
765,31101,31221,W00590,Member
590,31229,31205,W00798,Member
177,31100,31206,W00203,Member
874,31605,31623,W00435,Casual
592,31304,31225,W00721,Member
612,31106,31111,W00132,Member
427,31108,31266,W00747,Member
135,31224,31205,W00634,Member
371,31104,31200,W01105,Member
657,31109,31620,W00614,Member
643,31401,31203,W00333,Member
334,31200,31100,W00914,Member
837,31109,31109,W00901,Member
397,31223,31227,W00142,Member
630,31111,31228,W00120,Member
687,31237,31110,W00117,Member
154,31610,31605,W00549,Member
1559,31003,31204,W00824,Member
433,31100,31204,W00198,Member
794,31600,31217,W01082,Member
961,31006,31001,W00032,Member
1247,31110,31228,W00817,Member
304,31619,31613,W00511,Member
716,31202,31222,W00493,Member
385,31229,31213,W00923,Member
845,31603,31605,W00554,Member
314,31620,31219,W00084,Member
293,31203,31222,W00281,Member
822,31111,31100,W00148,Member
797,31203,31225,W00037,Member
1681,31106,31218,W00514,Member
408,31200,31204,W00823,Member
361,31214,31110,W00865,Member
331,31604,31624,W00087,Member
1408,31305,31216,W00230,Member
679,31109,31227,W00797,Member
1265,31202,31108,W00656,Member
296,31200,31221,W00909,Member
406,31108,31266,W01084,Member
457,31214,31222,W00845,Member
823,31214,31600,W00917,Member
697,31105,31200,W00907,Member
238,31106,31104,W00939,Member
542,31110,31205,W00638,Member
487,31106,31305,W00118,Member
969,31104,31205,W00937,Member
717,31107,31111,W00742,Member
173,31103,31104,W00307,Member
727,31229,31213,W00615,Member
762,31229,31225,W00856,Member
681,31103,31201,W00524,Member
950,31102,31216,W00247,Member
501,31205,31200,W01023,Member
1675,31503,31212,W00498,Member
542,31100,31228,W00589,Member
483,31602,31110,W00762,Member
519,31201,31219,W00586,Member
327,31619,31613,W00062,Member
1036,31103,31218,W00232,Member
410,31201,31223,W00399,Member
696,31201,31620,W00133,Member
788,31604,31237,W00700,Member
560,31618,31603,W00621,Member
804,31109,31218,W00901,Member
469,31201,31600,W00990,Member
440,31103,31202,?(0xFFFFFFFF9A5FEA16),Member
504,31618,31603,W00128,Member
247,31613,31605,W01016,Member
1100,31219,31215,W00094,Member
418,31214,31205,W00555,Member
1232,31201,31305,W00588,Member
498,31611,31603,W00439,Member
540,31213,31235,W00923,Member
533,31401,31101,W00672,Member
1014,31104,31215,W01096,Member
786,31103,31100,W00726,Member
579,31220,31216,W00744,Member
533,31618,31218,W00411,Member
405,31104,31200,W00307,Member
1350,31102,31213,W00040,Casual
523,31503,31624,W00612,Member
796,31618,31227,W00239,Member
205,31110,31200,W00933,Member
501,31203,31205,W00333,Member
481,31600,31227,W01013,Member
310,31202,31200,W00408,Member
234,31223,31228,W00409,Member
720,31304,31200,W00349,Member
523,31110,31213,W00992,Member
1283,31619,31219,W00756,Member
473,31212,31215,W00977,Member
347,31602,31400,W00815,Member
703,31623,31227,W00435,Member
459,31103,31200,W01104,Member
479,31201,31227,W00524,Member
569,31214,31224,W00202,Member
862,31236,31205,W00711,Casual
505,31201,31219,W00574,Member
1352,31229,31502,W01081,Member
442,31111,31214,W00132,Member
849,31400,31227,W00815,Member
818,31104,31204,W00939,Member
405,31103,31110,W00464,Member
504,31200,31205,W01105,Member
386,31201,31224,W00544,Member
377,31110,31201,W00267,Member
679,31229,31224,W01091,Member
598,31201,31225,W00563,Member
195,31237,31215,W00181,Member
309,31201,31212,W00623,Member
296,31214,31110,W00422,Member
379,31111,31201,W00742,Member
571,31103,31214,W00786,Member
916,31200,31235,W00070,Casual
412,31227,31620,W00524,Member
320,31010,31011,W00764,Member
332,31200,31213,W00102,Member
766,31200,31235,W00907,Casual
1304,31104,31623,W00219,Member
130,31202,31214,W00719,Member
276,31214,31201,W00132,Member
1170,31104,31213,W00365,Member
411,31619,31613,W00925,Member
281,31229,31111,W00995,Member
539,31101,31212,W00520,Member
220,31223,31620,W00194,Member
254,31229,31110,W00533,Member
1161,31602,31216,W00207,Member
547,31237,31219,W00963,Member
847,31503,31228,W00577,Member
861,31237,31604,W00700,Member
302,31202,31227,W00842,Member
756,31623,31613,W00295,Member
44987,31010,31012,W00519,Member
205,31200,31224,W00307,Member
667,31200,31226,W01104,Member
683,31201,31103,W00132,Member
261,31010,31011,W01065,Member
1111,31619,31219,W00474,Member
1276,31619,31220,W00844,Member
248,31106,31104,W00503,Member
272,31229,31200,W00392,Member
631,31106,31229,W00069,Casual
508,31110,31213,W00533,Member
1202,31205,31603,W01105,Member
1032,31603,31111,W00439,Member
714,31202,31205,W00754,Member
860,31214,31620,W00719,Member
282,31229,31200,?(0xFFFFFFFFEB7B5641),Member
748,31229,31226,W00069,Member
973,31623,31606,W00389,Member
415,31207,31101,W00743,Member
444,31105,31203,W00945,Member
1250,31228,31221,W00577,Member
282,31400,31602,W00314,Member
510,31202,31222,?(0xFFFFFFFF9A5FEA16),Member
2320,31104,31619,W00190,Member
7919,31205,31620,W00634,Casual
228,31605,31613,W01016,Member
1780,31300,31213,W00691,Member
1039,31102,31224,W00013,Member
712,31110,31100,W00906,Member
773,31604,31205,W01025,Member
663,31205,31110,W00937,Casual
563,31221,31227,W00962,Casual
5334,31602,31202,W01004,Casual
2475,31602,31620,W00209,Member
305,31619,31613,W01985,Member
932,31104,31104,W00547,Member
7204,31205,31620,W00798,Casual
425,31226,31200,W00069,Member
265,31100,31204,W00322,Member
1366,31236,31222,W00942,Member
